trial,blend_rate,borrow_penalty,cov_lookback_days,rebalance_freq,spread_penalty,vol_cap,vol_floor,vol_lookback_days,vol_target,Month_0,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13,Month_14,Month_15,Month_16,Month_17,Month_18,Month_19,Month_20,Month_21,Month_22,Month_23,Month_24,Month_25,Month_26,Month_27,Month_28,Month_29,Month_30,Month_31,Month_32,Month_33,Month_34,Month_35,Mean_Sharpe,Var_Sharpe,Std_Sharpe,Min_Sharpe,Max_Sharpe,Objective_Value,Duration_s
242,0.9820977756881438,1.5763636338114317,21,52,1.4983946310324383,0.7505397059193787,0.3372454774423411,32,0.11506575637488459,-0.497439,-3.799988,0.567470,1.439401,2.838909,1.465875,0.854970,2.375336,2.722183,-2.117658,2.378254,-2.507480,0.251688,-1.217125,3.902391,-1.933410,5.326066,2.342247,-0.916199,-0.393369,-3.345837,0.929309,-2.305653,3.204420,1.110135,2.005517,3.889370,3.014673,2.530923,-3.994020,0.594951,3.056692,5.913194,0.158812,-3.081952,3.897448,0.851670,6.731276,2.594470,-3.994020,5.913194,0.328263,0.2
229,0.9450250499746314,1.451080341828313,27,49,1.5250322739290376,0.8052512685056916,0.34983328610849634,38,0.12390702902866683,-0.814428,-3.790432,0.631479,1.606273,2.776333,1.773141,0.797217,2.461259,2.737539,-2.031414,2.422028,-2.424243,0.393198,-1.269636,3.832337,-1.919564,5.266180,2.277983,-0.857647,-0.622107,-3.473347,0.978618,-2.567389,3.205977,1.217632,2.036093,3.973763,3.080456,2.408627,-4.012715,0.358178,3.091663,6.050395,0.255059,-3.079279,3.889623,0.851635,6.876134,2.622238,-4.012715,6.050395,0.324774,0.3
435,0.661698420098276,1.4464647650980453,25,54,1.617460342816681,0.7115874660685494,0.36105161525415996,37,0.10760559446907753,-0.754124,-3.821485,0.633895,1.591791,2.763227,1.787515,0.770702,2.474169,2.688168,-2.050114,2.424233,-2.427079,0.405444,-1.355524,3.820408,-1.897901,5.336588,2.317910,-0.865702,-0.591414,-3.446750,0.974677,-2.541648,3.194512,1.308666,2.046190,4.009671,2.991575,2.408018,-4.019261,0.334371,3.024493,6.075811,0.261577,-3.145197,3.927305,0.851520,6.909489,2.628591,-4.019261,6.075811,0.323945,0.3
131,0.17077645335185007,1.6285308933030473,21,42,1.5229792305847203,0.7740675033330903,0.25987637977596567,5,0.12068968072212581,-0.444268,-3.843967,0.601312,1.405985,2.825109,1.387526,0.834606,2.415170,2.741941,-2.123415,2.373568,-2.554573,0.218210,-1.264237,3.896094,-1.925026,5.370909,2.398745,-0.949629,-0.303526,-3.268159,0.947359,-2.264021,3.144850,1.119161,1.978388,3.895339,2.966435,2.550080,-4.004358,0.577634,3.023825,5.972371,0.176072,-3.143160,3.919073,0.851428,6.761455,2.600280,-4.004358,5.972371,0.327437,0.2
150,0.10045362682800563,1.5058966826766507,17,48,1.5689035829344535,0.8090495781371809,0.2552672291780296,13,0.13451250691170255,-0.556841,-3.831954,0.584760,1.453640,2.860244,1.648556,0.827548,2.399393,2.737418,-2.068959,2.353341,-2.522491,0.233146,-1.251721,3.850207,-2.028093,5.312637,2.394264,-0.880001,-0.513684,-3.408949,0.983026,-2.367715,3.230073,1.137107,2.107435,3.953555,3.007962,2.464620,-3.964145,0.370429,3.075154,6.054069,0.196188,-3.144880,3.955951,0.851425,6.873514,2.621739,-3.964145,6.054069,0.324756,0.2
448,0.5979261236725276,1.5138050847173345,29,54,1.5409474284007771,0.7796401835752926,0.3533230142304345,34,0.11408634521157417,-0.671952,-3.826738,0.602155,1.479481,2.835276,1.562758,0.856445,2.369237,2.772261,-2.068295,2.418176,-2.484285,0.253300,-1.198902,3.855670,-1.987242,5.399620,2.416640,-0.838970,-0.516900,-3.459136,0.943552,-2.391362,3.135186,1.061877,2.014611,3.932056,3.199371,2.558256,-3.987345,0.423145,3.033422,6.064147,0.160677,-3.096688,3.831166,0.851408,6.880670,2.623103,-3.987345,6.064147,0.324580,0.2
186,0.43479547313779343,1.510072863950277,26,58,1.5267489134533374,0.7451281160086394,0.2960235146877416,34,0.1348048240489401,-0.653692,-3.793962,0.583352,1.490194,2.814911,1.515086,0.868835,2.384427,2.707092,-2.057209,2.421990,-2.493075,0.310026,-1.203518,3.862443,-1.929941,5.364393,2.377489,-0.866151,-0.498517,-3.438515,0.950779,-2.415032,3.172553,1.108340,2.017082,3.924003,3.099024,2.524705,-3.978790,0.494009,3.057807,6.014050,0.167661,-3.087074,3.834624,0.851372,6.810272,2.609650,-3.978790,6.014050,0.326240,0.3
266,0.7401489254578141,1.4989263121409702,15,50,1.6224332281852811,0.7089474615194179,0.3335150114669128,32,0.1276074916669801,-0.582513,-3.836063,0.581928,1.437092,2.862268,1.682874,0.827959,2.437236,2.756996,-2.045384,2.354232,-2.523753,0.315086,-1.293718,3.829292,-2.003211,5.405450,2.430894,-0.877041,-0.490794,-3.410467,0.976766,-2.331919,3.196738,1.113168,2.125969,3.929730,3.001202,2.356945,-4.005432,0.259482,3.094619,6.061531,0.134588,-3.120096,3.989757,0.851150,6.897704,2.626348,-4.005432,6.061531,0.324081,0.2
66,0.10354748278881948,1.4612342012866404,20,50,1.4842520906195333,0.7365349439187582,0.2633988837069836,14,0.17699726213723677,-0.699397,-3.784502,0.603524,1.595346,2.775586,1.837696,0.772295,2.439658,2.694880,-2.063256,2.396727,-2.420142,0.421131,-1.273820,3.852007,-1.940393,5.170097,2.152103,-0.878558,-0.605445,-3.489075,0.973232,-2.541251,3.295615,1.274187,2.036550,3.929910,3.015331,2.373020,-3.989654,0.534336,3.112172,5.927490,0.249526,-3.042657,3.936305,0.851127,6.786050,2.605005,-3.989654,5.927490,0.326728,0.2
259,0.9970319040088772,1.5640718682619226,25,53,1.5730342970521864,0.7529465845555982,0.34139129923436773,33,0.11360004608564911,-0.503649,-3.826276,0.569274,1.419982,2.827778,1.368297,0.865257,2.373011,2.708478,-2.092024,2.416775,-2.537571,0.266920,-1.236058,3.884047,-1.913566,5.452150,2.465750,-0.889363,-0.393724,-3.373037,0.955636,-2.309554,3.130560,1.085977,2.001641,3.929733,3.062494,2.587060,-3.992959,0.452097,3.005808,6.023133,0.129094,-3.133956,3.859233,0.851068,6.823347,2.612154,-3.992959,6.023133,0.325811,0.2
241,0.9550134769460206,1.568900463942166,21,53,1.4908361465998543,0.7457750643552878,0.32528594683270023,33,0.13076064086891698,-0.503058,-3.791376,0.561899,1.445208,2.840396,1.476102,0.856415,2.368215,2.717784,-2.118281,2.378681,-2.497607,0.257835,-1.209113,3.904417,-1.930888,5.311433,2.326922,-0.915299,-0.406485,-3.358428,0.924030,-2.313525,3.216252,1.110641,2.006435,3.885657,3.018512,2.525424,-3.993785,0.598344,3.064009,5.896213,0.154188,-3.068259,3.894078,0.850916,6.719835,2.592264,-3.993785,5.896213,0.328252,0.2
227,0.9024862073678913,1.5063121474995103,24,51,1.4897341789623684,0.8017253667632598,0.34936190492145724,36,0.12656266204954372,-0.616114,-3.800628,0.591300,1.506733,2.825727,1.547758,0.845419,2.360163,2.747755,-2.068734,2.409588,-2.447130,0.345743,-1.210245,3.880152,-1.905467,5.256170,2.328653,-0.902315,-0.529728,-3.449257,0.951515,-2.419393,3.222380,1.131235,2.013787,3.914783,3.031785,2.500750,-4.005238,0.521408,3.090004,5.939119,0.166569,-3.024850,3.881231,0.850851,6.760278,2.600053,-4.005238,5.939119,0.327244,0.3
212,0.9993359867598383,1.4912650365240194,25,50,1.6316614182043694,0.7658845175543404,0.25097075401925634,34,0.13104101835918017,-0.635589,-3.821579,0.588333,1.504677,2.798947,1.570972,0.825422,2.406192,2.708525,-2.078235,2.421709,-2.471336,0.335687,-1.293503,3.846900,-1.919520,5.425791,2.409306,-0.875441,-0.493877,-3.432512,0.952544,-2.410526,3.175496,1.191849,2.035733,3.974003,3.043415,2.506846,-4.008989,0.357706,2.997786,6.051035,0.189449,-3.137326,3.890521,0.850845,6.879577,2.622895,-4.008989,6.051035,0.324391,0.2
135,0.1289848052383291,1.4218759899941726,24,47,1.500889631245297,0.7455711216230017,0.20167689971094363,5,0.12516179917968773,-0.825038,-3.803922,0.674225,1.647879,2.750990,1.930685,0.744005,2.487337,2.729413,-2.016437,2.410165,-2.380765,0.478370,-1.343219,3.818615,-1.886554,5.122386,2.191989,-0.878306,-0.698951,-3.472327,0.990091,-2.642678,3.240377,1.333416,2.036367,3.982190,2.944391,2.327086,-4.031461,0.448721,3.126519,5.998489,0.299789,-3.068121,3.963325,0.850807,6.845087,2.616312,-4.031461,5.998489,0.325193,0.2
404,0.9705632577691343,1.5177696173885251,25,45,1.6371801697179889,0.8544158862354511,0.3278406015357106,35,0.10864201001981799,-0.561636,-3.819434,0.560804,1.451417,2.823704,1.439061,0.857524,2.362731,2.724225,-2.093495,2.421405,-2.498082,0.295177,-1.257171,3.863541,-1.932004,5.473493,2.466423,-0.877843,-0.435902,-3.421628,0.939463,-2.330466,3.162245,1.119277,2.027192,3.954531,3.076344,2.567201,-4.001480,0.369761,2.986230,6.028913,0.143941,-3.129535,3.868851,0.850688,6.861289,2.619406,-4.001480,6.028913,0.324764,0.2
351,0.9107700379961731,1.5089248338283106,22,55,1.4774017835617401,0.7183179785857352,0.49019000620417963,33,0.21765385286778235,-0.596141,-3.776483,0.550555,1.486362,2.838440,1.574688,0.857794,2.363488,2.697448,-2.089744,2.394115,-2.456256,0.326591,-1.203220,3.898713,-1.926660,5.238600,2.283892,-0.888902,-0.487581,-3.455583,0.942105,-2.408694,3.257993,1.165132,2.019795,3.896207,3.028192,2.490337,-3.995367,0.581863,3.072449,5.884597,0.171639,-3.030893,3.917894,0.850649,6.733415,2.594882,-3.995367,5.884597,0.327818,0.2
134,0.15825530402264007,1.4628596482504683,19,43,1.5432468647427517,0.8704614842851868,0.23087891365514265,9,0.09867866434060343,-0.715201,-3.812758,0.637417,1.562201,2.806902,1.860964,0.691038,2.298145,2.730164,-2.052085,2.403801,-2.488140,0.382522,-1.297584,3.840036,-2.011642,5.255772,2.268332,-0.841043,-0.601916,-3.457270,1.012263,-2.531445,3.208696,1.249222,2.093563,3.968087,3.004386,2.406040,-3.963362,0.416803,3.089564,6.062631,0.284818,-3.122627,3.984620,0.850637,6.889142,2.624718,-3.963362,6.062631,0.324087,0.2
222,0.9738312674965147,1.520852408743517,19,50,1.516272172919176,0.7730620907599375,0.35758586847915225,40,0.14789228788564723,-0.548999,-3.789014,0.563617,1.453559,2.851265,1.584317,0.835760,2.355992,2.738083,-2.097285,2.393384,-2.528175,0.302457,-1.197752,3.877990,-2.013116,5.301833,2.328031,-0.869496,-0.490570,-3.451151,0.966617,-2.378285,3.201644,1.109602,2.058275,3.904564,3.052730,2.509205,-3.949933,0.481602,3.090911,5.956497,0.167785,-3.077649,3.926687,0.850583,6.798784,2.607448,-3.949933,5.956497,0.326213,0.3
172,0.11972081376114516,1.50962947110567,19,52,1.5168675239763334,0.7036057480936783,0.24762504526367146,8,0.1955810714459509,-0.580736,-3.790742,0.573676,1.474066,2.839033,1.639300,0.822505,2.375257,2.731280,-2.092249,2.392234,-2.516751,0.319183,-1.215331,3.869060,-2.009265,5.285185,2.305041,-0.868525,-0.514195,-3.456618,0.970837,-2.411745,3.207067,1.138848,2.063160,3.913792,3.039163,2.482824,-3.952749,0.476401,3.093896,5.966536,0.185454,-3.083006,3.937971,0.850274,6.809362,2.609476,-3.952749,5.966536,0.325841,0.2
115,0.17077916422329903,1.4608849297702569,13,46,1.5094892052386975,0.7535705122158651,0.24235030855667222,7,0.09912074168200699,-0.675091,-3.827922,0.586072,1.484346,2.806678,1.884871,0.687188,2.475055,2.614512,-2.027263,2.335924,-2.451359,0.420774,-1.316593,3.820826,-1.902404,5.250112,2.303035,-0.819883,-0.700125,-3.438054,1.022826,-2.459147,3.261936,1.261994,2.158179,3.920873,2.916663,2.293073,-4.011985,0.451287,3.158494,6.006159,0.195715,-3.070347,3.990533,0.850193,6.826104,2.612681,-4.011985,6.006159,0.325410,0.2
324,0.19216465739180266,1.5314984270120473,29,58,1.5647958196464995,0.8061792308501489,0.13880042830525857,34,0.2773209259219686,-0.625159,-3.831427,0.586031,1.443267,2.844275,1.480471,0.872088,2.347109,2.788501,-2.083369,2.415671,-2.498909,0.228050,-1.190920,3.859009,-1.995241,5.439263,2.459063,-0.849067,-0.469570,-3.448834,0.930944,-2.338087,3.123423,1.026596,2.006934,3.923959,3.208366,2.592941,-3.986243,0.410418,3.015090,6.054966,0.134577,-3.102567,3.826054,0.849935,6.877998,2.622594,-3.986243,6.054966,0.324082,0.2
277,0.948671166821319,1.4309610540365552,15,52,1.5098158734658653,0.7107606682864199,0.33523084101376477,29,0.12142398067923,-0.757377,-3.804228,0.650448,1.585078,2.824970,2.018747,0.733516,2.530312,2.700686,-1.994408,2.360498,-2.439370,0.437874,-1.358427,3.814565,-1.936750,5.162494,2.215837,-0.863785,-0.668320,-3.442915,1.000003,-2.566909,3.261125,1.269975,2.125193,3.957726,2.927787,2.170562,-4.014911,0.306788,3.186774,6.021341,0.221290,-3.067486,4.027882,0.849905,6.866345,2.620371,-4.014911,6.021341,0.324345,0.2
166,0.15191782460046893,1.5388913854385229,29,49,1.540897356550832,0.7366118300394476,0.2690507686307695,11,0.14211150028551414,-0.620263,-3.830397,0.588953,1.442170,2.842519,1.481083,0.872555,2.353780,2.779029,-2.081187,2.413800,-2.504279,0.226372,-1.185459,3.862891,-1.988744,5.423205,2.446117,-0.850545,-0.470624,-3.441282,0.935853,-2.345217,3.119608,1.025012,2.001886,3.918049,3.202722,2.589057,-3.983432,0.437648,3.025245,6.050954,0.133776,-3.100904,3.824940,0.849858,6.865481,2.620206,-3.983432,6.050954,0.324348,0.2
84,0.18318392162181757,1.594837327015822,10,52,1.6945714806944205,0.7912909071320318,0.3205974029705603,10,0.13426680018518436,-0.318288,-3.953159,0.588397,1.261770,2.950712,1.415959,0.885353,2.433322,2.752265,-2.070726,2.313341,-2.625884,0.261902,-1.345779,3.872430,-1.943254,5.610082,2.669265,-0.891651,-0.418110,-3.348553,0.987308,-2.159255,3.213611,1.152349,2.077463,3.933053,2.981529,2.399365,-4.061317,0.136784,2.977120,6.049935,0.095721,-3.144329,3.855133,0.849830,6.945303,2.635394,-4.061317,6.049935,0.322468,0.2
253,0.9652311422545046,1.5302806844946688,19,48,1.622011007535288,0.7582978082823536,0.3071944051109248,34,0.10905800646713992,-0.523781,-3.817713,0.552577,1.413738,2.846805,1.509268,0.847185,2.350157,2.777305,-2.117500,2.387688,-2.545692,0.272180,-1.234783,3.851992,-2.046582,5.418172,2.424511,-0.876556,-0.427388,-3.437064,0.955225,-2.308461,3.172987,1.096457,2.065246,3.928316,3.058472,2.546472,-3.955201,0.397534,3.029482,6.004724,0.161453,-3.132396,3.944483,0.849703,6.864801,2.620076,-3.955201,6.004724,0.324305,0.2
71,0.11975712614618474,1.63481826347846,21,51,1.5182029743366925,0.7333735855455706,0.26733754445583535,12,0.12324514188709523,-0.434700,-3.844354,0.602081,1.402996,2.821105,1.377578,0.831972,2.418316,2.739915,-2.127986,2.371118,-2.553767,0.216448,-1.267277,3.896025,-1.916944,5.360741,2.390113,-0.961338,-0.294058,-3.262849,0.943459,-2.263562,3.144108,1.123701,1.969786,3.890615,2.954393,2.545372,-4.007302,0.580387,3.025227,5.962001,0.172605,-3.141893,3.922384,0.849623,6.750489,2.598170,-4.007302,5.962001,0.327008,0.2
454,0.24587439325992821,1.508767994920669,17,43,1.5883702484636637,0.7524138365440599,0.32445398342915444,32,0.2753625169356558,-0.545527,-3.834479,0.577272,1.442646,2.857389,1.626268,0.831538,2.395036,2.742884,-2.078081,2.350088,-2.522385,0.227281,-1.256680,3.844835,-2.031041,5.329889,2.405431,-0.888023,-0.498525,-3.409940,0.974308,-2.352137,3.227927,1.134182,2.104792,3.954112,3.005577,2.469644,-3.966440,0.354833,3.064586,6.050033,0.188065,-3.150953,3.960691,0.849586,6.876624,2.622332,-3.966440,6.050033,0.323981,0.2
225,0.9797860889439641,1.381462566442194,21,52,1.5428350656184522,0.7717976907263348,0.3628033882762026,34,0.13737013830312073,-0.874295,-3.846862,0.670146,1.702153,2.666626,2.236861,0.689549,2.604300,2.675250,-1.967903,2.382308,-2.486605,0.518238,-1.399624,3.817571,-1.979320,5.084113,2.084939,-0.862187,-0.775163,-3.420846,1.031225,-2.718221,3.176598,1.389510,2.103620,3.932515,2.956890,2.245155,-4.031983,0.501986,3.113730,6.098241,0.421648,-3.165975,4.010754,0.849582,6.942099,2.634786,-4.031983,6.098241,0.322448,0.3
470,0.6566480361395439,1.4163221607074026,16,48,1.5762355821201413,0.8379733539359484,0.32363749233861305,34,0.09635118230932004,-0.802331,-3.845924,0.655952,1.594383,2.796723,2.086644,0.709524,2.558069,2.720440,-1.953986,2.360313,-2.477578,0.398033,-1.374319,3.777508,-1.951649,5.177004,2.247580,-0.903026,-0.718391,-3.410883,1.026165,-2.602468,3.220935,1.304180,2.133857,3.998599,2.925815,2.189085,-4.006818,0.294972,3.150471,6.095205,0.292902,-3.165588,4.083095,0.849569,6.951768,2.636621,-4.006818,6.095205,0.322219,0.2
400,0.89578393099826,1.4563161401599907,23,51,1.4834830484218462,0.7970365872966662,0.3430623269878646,20,0.23222371788907425,-0.732278,-3.786092,0.599441,1.581235,2.788595,1.808053,0.785663,2.432825,2.685096,-2.047829,2.409695,-2.400347,0.400448,-1.282612,3.864803,-1.892609,5.157206,2.206578,-0.886841,-0.627654,-3.479453,0.975000,-2.535981,3.271523,1.277235,2.035264,3.942153,2.976819,2.373669,-4.017314,0.503277,3.091355,5.927811,0.270430,-3.043748,3.951483,0.849525,6.780375,2.603915,-4.017314,5.927811,0.326249,0.2
372,0.24917047352607866,1.4212233633226585,20,51,1.486572756466587,0.7587214459741412,0.390242264464323,16,0.2928057651812369,-0.788151,-3.777944,0.636823,1.657235,2.736067,2.020010,0.721236,2.498226,2.693813,-2.036961,2.395038,-2.392159,0.490292,-1.344675,3.822238,-1.932344,5.091366,2.085214,-0.864997,-0.686125,-3.497069,0.988322,-2.647349,3.296837,1.364077,2.039923,3.957604,2.976778,2.284960,-4.005233,0.501169,3.140568,5.934209,0.303102,-3.063639,3.980413,0.849413,6.819673,2.611450,-4.005233,5.934209,0.325265,0.2
234,0.908082110017473,1.4146471194738295,22,48,1.4893280138167586,0.7983903497972725,0.35530396967347605,34,0.14005818672459305,-0.820127,-3.782350,0.640824,1.644841,2.750671,2.008480,0.738434,2.506186,2.681954,-2.023445,2.397244,-2.394882,0.480847,-1.356869,3.839314,-1.913865,5.077247,2.126702,-0.866376,-0.678270,-3.475798,0.988158,-2.655311,3.268701,1.380191,2.043063,3.957159,2.937865,2.297884,-4.030321,0.496763,3.116505,5.949263,0.321898,-3.077847,4.004027,0.849410,6.827204,2.612892,-4.030321,5.949263,0.325084,0.3
451,0.9222164683086268,1.4708249457499718,15,52,1.4998027303556416,0.7220726295658474,0.46532866353966773,28,0.1286985149233806,-0.653023,-3.799405,0.610703,1.519245,2.852190,1.837443,0.784026,2.469123,2.703499,-2.018355,2.359524,-2.472634,0.379841,-1.281456,3.847559,-1.945082,5.220848,2.264912,-0.881257,-0.591087,-3.435673,0.982692,-2.463691,3.253627,1.180497,2.113498,3.911588,2.962270,2.262063,-4.010101,0.342672,3.172465,5.992971,0.162498,-3.046908,3.983976,0.849196,6.816975,2.610934,-4.010101,5.992971,0.325246,0.2
347,0.9366139139962392,1.5444032550811309,19,53,1.5167191062144985,0.780089266057759,0.16264366807166772,36,0.27704552943510813,-0.509509,-3.796670,0.563465,1.430202,2.853353,1.523676,0.838682,2.353387,2.744548,-2.105868,2.390811,-2.544741,0.282813,-1.197499,3.882765,-2.008032,5.313661,2.347362,-0.886197,-0.449536,-3.428122,0.963894,-2.347542,3.185877,1.095071,2.042677,3.895455,3.042929,2.527028,-3.952265,0.485375,3.083842,5.952799,0.155722,-3.085354,3.926122,0.849172,6.788282,2.605433,-3.952265,5.952799,0.325923,0.2
124,0.1724743412984117,1.3934865973748942,21,50,1.6155787761634344,0.8453078811630038,0.27949008259795466,36,0.11655512386432199,-0.853234,-3.842585,0.667474,1.676247,2.685568,2.149746,0.695613,2.576734,2.710499,-2.003943,2.382400,-2.452425,0.487748,-1.429691,3.801153,-1.976219,5.163374,2.151212,-0.875271,-0.707076,-3.417778,1.001271,-2.658140,3.194787,1.399396,2.090868,3.965488,2.943162,2.268146,-4.043509,0.418096,3.071262,6.087901,0.400562,-3.180303,4.021529,0.849168,6.950722,2.636422,-4.043509,6.087901,0.322091,0.3
279,0.9469369911743922,1.4745672556620435,24,54,1.4820521180328423,0.7027482222881783,0.3468549599623122,35,0.10028650702351251,-0.696000,-3.799266,0.621049,1.567094,2.795899,1.691710,0.805784,2.404874,2.728373,-2.055729,2.409209,-2.408925,0.395501,-1.251579,3.861118,-1.886210,5.190179,2.252553,-0.907163,-0.595118,-3.467119,0.958662,-2.510800,3.245047,1.215384,2.018424,3.932498,2.989103,2.427679,-4.016642,0.501380,3.104726,5.948148,0.213936,-3.024431,3.907223,0.849071,6.773039,2.602506,-4.016642,5.948148,0.326251,0.2
81,0.14178158521461393,1.6163255926804665,11,52,1.5514018996241623,0.764563003544762,0.3286048161018457,8,0.11069583133854619,-0.422597,-3.939626,0.612774,1.255129,2.907475,1.434259,0.846509,2.444383,2.661356,-2.070239,2.349898,-2.617098,0.359594,-1.289810,3.839885,-2.000395,5.426769,2.556504,-0.850409,-0.472614,-3.315045,1.015891,-2.230711,3.183384,1.124986,2.077237,3.894346,3.015741,2.497250,-4.048378,0.333240,3.082654,6.031138,0.120689,-3.143764,3.892803,0.848978,6.878697,2.622727,-4.048378,6.031138,0.323700,0.2
368,0.9479688799770233,1.525320496783969,18,52,1.5325784157568836,0.7259181706432141,0.14994051651654405,48,0.09324878475412973,-0.507708,-3.819479,0.566934,1.416213,2.877481,1.584345,0.850704,2.358432,2.724794,-2.089894,2.383556,-2.564981,0.251806,-1.203880,3.855489,-2.048495,5.342307,2.325070,-0.835500,-0.492227,-3.418871,0.949373,-2.356707,3.162621,1.094804,2.099247,3.903658,3.047263,2.539261,-3.952169,0.448066,3.089257,5.991908,0.137166,-3.113351,3.953440,0.848609,6.833414,2.614080,-3.952169,5.991908,0.324630,0.3
237,0.6210334515379086,1.4831451498704422,24,52,1.4757588130160473,0.7865569606043433,0.37465303173547243,38,0.12051294035314901,-0.669865,-3.794692,0.613717,1.554946,2.805326,1.650275,0.812240,2.388219,2.732610,-2.060677,2.410959,-2.412617,0.385506,-1.237630,3.870814,-1.883846,5.190171,2.259721,-0.913430,-0.577938,-3.464644,0.952462,-2.489471,3.246134,1.196364,2.010517,3.922029,2.995667,2.443960,-4.017171,0.504455,3.106496,5.929712,0.198712,-3.012154,3.897825,0.848464,6.754671,2.598975,-4.017171,5.929712,0.326461,0.3
338,0.750332162867221,1.5061409993508823,18,54,1.5273986469368093,0.8252266648108673,0.4719764626306818,5,0.23886189713557954,-0.555969,-3.818905,0.592072,1.459327,2.864426,1.672147,0.817813,2.384225,2.718937,-2.077915,2.388926,-2.540281,0.283181,-1.231160,3.850240,-2.034546,5.295470,2.280210,-0.839953,-0.530432,-3.426360,0.955619,-2.414260,3.178913,1.147553,2.100605,3.915060,3.021484,2.497396,-3.962769,0.426332,3.098615,5.998735,0.170487,-3.107535,3.965915,0.848433,6.839096,2.615166,-3.962769,5.998735,0.324428,0.2
191,0.5572538432974036,1.5644460448377462,20,55,1.4977348229508856,0.5516792630026109,0.32394003323631687,31,0.12911989040633898,-0.489479,-3.803653,0.545891,1.435999,2.816387,1.474084,0.855369,2.371628,2.726570,-2.111926,2.379311,-2.519036,0.294956,-1.202725,3.879498,-1.963469,5.309529,2.306800,-0.911374,-0.414735,-3.417224,0.950978,-2.331312,3.223012,1.110039,1.999442,3.880377,3.052906,2.520626,-3.971199,0.594897,3.072071,5.903266,0.140140,-3.072061,3.905103,0.848352,6.741657,2.596470,-3.971199,5.903266,0.326733,0.2
315,0.7338205629094696,1.4532767751710551,28,52,1.6005685346225005,0.7504154708743953,0.3454109022785106,33,0.10428957421580026,-0.810547,-3.828408,0.652443,1.587259,2.766433,1.710758,0.777865,2.451843,2.766137,-2.055745,2.419296,-2.422610,0.374148,-1.280493,3.808788,-1.954416,5.354862,2.320006,-0.882291,-0.595486,-3.459498,0.961836,-2.540478,3.174199,1.232201,2.030555,3.991083,3.118671,2.433106,-4.012305,0.280765,3.041216,6.105487,0.258403,-3.122981,3.887823,0.848331,6.934876,2.633415,-4.012305,6.105487,0.322141,0.2
342,0.8276763725260172,1.537303554979525,26,49,1.5140760500929349,0.8036120818292951,0.3228388458015319,36,0.27440546084159767,-0.586087,-3.788845,0.566718,1.453013,2.828693,1.411626,0.882354,2.355216,2.712895,-2.073874,2.420170,-2.505855,0.282782,-1.178928,3.879203,-1.921648,5.366222,2.393179,-0.888981,-0.447276,-3.424946,0.934916,-2.364739,3.167622,1.066106,1.994133,3.898724,3.102461,2.557674,-3.978947,0.508238,3.058264,5.973115,0.130761,-3.069215,3.821850,0.848239,6.769891,2.601902,-3.978947,5.973115,0.326007,0.3
478,0.24451401344260074,1.507505888618224,15,40,1.4890979751681448,0.8207020138331333,0.14974311610768423,33,0.12987381818860594,-0.549030,-3.789228,0.570025,1.454765,2.882546,1.665489,0.828456,2.408129,2.716754,-2.040996,2.359112,-2.501164,0.330632,-1.219403,3.875196,-1.950328,5.261334,2.314869,-0.893021,-0.518208,-3.424331,0.962900,-2.365210,3.243013,1.098371,2.094653,3.877989,2.993727,2.343563,-4.003419,0.364980,3.169343,5.940053,0.100418,-3.023221,3.952956,0.848103,6.765250,2.601010,-4.003419,5.940053,0.326067,0.2
204,0.5742844877211987,1.6022629345526875,25,52,1.56169671167982,0.7392058910016674,0.3312790678907837,36,0.10501523303639684,-0.460103,-3.844978,0.590199,1.401868,2.816570,1.315600,0.847731,2.396587,2.710326,-2.100109,2.411899,-2.558917,0.249977,-1.258610,3.886587,-1.890126,5.440457,2.468150,-0.925604,-0.337016,-3.323575,0.959821,-2.294113,3.103077,1.097820,1.969890,3.919833,3.017653,2.586672,-4.003040,0.459269,2.999699,6.026700,0.132209,-3.153842,3.871327,0.848052,6.807560,2.609130,-4.003040,6.026700,0.325033,0.3
188,0.15739793046540734,1.4349163869589063,12,55,1.5601689001068564,0.7666028226234322,0.3006215358770014,30,0.1225898930054991,-0.782935,-3.898003,0.608081,1.487709,2.821475,2.001943,0.846208,2.515132,2.620995,-2.020195,2.336516,-2.430840,0.386005,-1.363014,3.740212,-1.974782,5.299287,2.327635,-0.754649,-0.760142,-3.411007,1.028870,-2.516062,3.297194,1.315076,2.150178,3.959093,2.958910,2.265009,-4.037500,0.219493,3.103315,6.063383,0.276145,-3.117010,3.966693,0.848012,6.927271,2.631971,-4.037500,6.063383,0.322196,0.2
350,0.8982515221483734,1.5857099103571837,27,53,1.536108521591305,0.891545554527801,0.15379301371594853,37,0.2891590802951059,-0.544940,-3.822707,0.584845,1.421899,2.825087,1.330353,0.867222,2.382465,2.783493,-2.086823,2.410594,-2.540405,0.246584,-1.205151,3.879566,-1.931855,5.412469,2.460171,-0.914335,-0.369249,-3.368545,0.954466,-2.319752,3.117082,1.031318,1.973840,3.906439,3.108479,2.584126,-4.000069,0.411286,3.038382,6.023720,0.137020,-3.109521,3.850291,0.847996,6.818969,2.611316,-4.000069,6.023720,0.324739,0.3
