trial,blend_rate,borrow_penalty,equal_weight_blend,momentum_lookback,rebalance_freq,spread_penalty,zero_negative,Month_0,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Month_13,Month_14,Month_15,Month_16,Month_17,Month_18,Month_19,Month_20,Month_21,Month_22,Month_23,Month_24,Month_25,Month_26,Month_27,Month_28,Month_29,Month_30,Month_31,Month_32,Month_33,Month_34,Month_35,Mean_Sharpe,Var_Sharpe,Std_Sharpe,Min_Sharpe,Max_Sharpe,Objective_Value,Duration_s
9,0.48677258283541813,0.07290071680409874,0.06952143571507782,6,66,0.07068573438476171,True,0.170233,-5.937164,0.501350,2.787185,4.716747,0.619337,-2.157692,2.419907,2.766910,-2.867874,1.982255,-4.303140,2.918310,2.556050,5.194498,-1.935286,-1.596067,4.510469,2.175295,-2.151266,0.488362,-1.858549,-1.489081,7.563252,3.970914,2.828059,2.957949,1.996277,3.298111,-3.428097,3.890660,3.776813,3.995560,-1.517049,-2.658901,4.156654,1.120583,9.767157,3.125245,-5.937164,7.563252,0.358558,0.1
284,0.7890296663380428,0.08398944461903828,0.26101206879458105,18,18,0.045844077976357124,True,0.898296,-3.261770,0.241438,2.395740,1.244021,2.574891,-3.646391,4.363938,2.949850,0.962893,1.619255,-2.824242,3.258063,1.603959,0.143327,-2.534757,2.146663,3.680061,-1.949318,1.923403,-2.386499,0.960471,-1.057052,6.207197,2.973380,0.640661,3.620445,0.171710,2.183060,-2.979139,1.399889,6.409186,3.139527,0.483804,-1.739453,3.363082,1.088322,6.582586,2.565655,-3.646391,6.409186,0.424189,0.1
102,0.5885314969510976,0.07943734908583752,0.17901749643476877,6,32,0.07008882948572448,True,0.000485,-5.892138,0.501350,2.652518,4.485039,0.619337,-2.131881,2.467915,2.766910,-2.822712,1.982255,-3.815708,-1.009864,2.450425,5.089810,-1.765527,-1.420742,4.787446,1.853289,-2.164515,0.751927,-1.640854,-1.562365,7.405335,3.821618,2.765401,2.876375,2.478374,3.121849,-3.428097,3.890660,4.032089,4.941371,-1.642683,-2.854035,4.156654,1.048536,9.697579,3.114094,-5.892138,7.405335,0.336707,0.1
452,0.8184762249468558,0.09136756791638084,0.20604120772983797,18,18,0.018148930635062257,True,0.479146,-3.172195,0.225889,2.393541,1.227494,3.054404,-3.780576,4.228787,3.044177,0.957793,1.810392,-2.766774,3.488710,1.303892,0.126726,-2.521794,1.897828,3.582911,-2.157410,1.860587,-2.364676,0.921548,-1.612340,5.545836,2.994901,0.570861,3.676004,0.225847,2.100934,-3.090834,1.432336,6.863756,3.465562,0.526250,-1.487290,2.503989,1.043228,6.639381,2.576700,-3.780576,6.863756,0.404870,0.1
191,0.7581587159232495,0.08411469067428641,0.22931335642106873,18,18,0.01754396033873882,True,0.426725,-3.269190,0.241482,2.518463,1.264178,2.598708,-3.740602,4.221789,2.919089,0.682768,1.981116,-2.165831,3.486969,1.321623,0.369036,-2.043544,1.905071,3.334278,-2.233963,1.996631,-2.163558,0.934813,-2.222248,5.531908,3.084721,0.513168,3.706697,0.108722,2.049340,-3.137421,1.530647,6.754517,3.665529,0.453797,-1.514451,2.280479,1.038652,6.454769,2.540624,-3.740602,6.754517,0.408818,0.1
142,0.7894544479153891,0.0730985220713978,0.2709755076350345,5,12,0.06738774897377348,True,-0.046402,-7.126717,-0.690923,1.779675,0.734588,0.619337,-1.139159,2.857760,-2.067638,-1.708563,0.303500,-1.914820,2.024132,-0.357872,6.353751,-0.930539,4.630336,4.329587,-1.137725,-0.868630,1.443549,0.075945,-4.766599,3.943566,6.355301,2.678954,4.675969,3.209220,1.100314,-0.155768,5.892163,5.191699,7.048433,-2.494864,-7.089332,3.810956,1.015644,12.286373,3.505192,-7.126717,7.048433,0.289754,0.1
368,0.5463688911113418,0.0943010171121478,0.22607413244664906,18,20,0.021294771722924648,True,-1.149871,-4.493367,0.530688,3.176043,0.945905,1.344166,-3.667882,3.378058,1.949713,0.098555,2.148845,-2.870598,3.059235,1.860239,-0.917549,-0.573593,0.338476,3.595902,-1.533200,1.591122,0.003057,1.009477,-0.605301,6.560653,4.451458,1.430925,3.203041,-0.343374,2.653396,-3.514999,0.645393,6.260505,3.099759,0.923324,-1.584069,3.128875,1.003695,6.577205,2.564606,-4.493367,6.560653,0.391364,0.1
171,0.7762370116477012,0.08931205609070632,0.15692192658879303,18,20,0.01334497826553126,True,-1.111974,-4.298110,0.541319,3.424003,0.919061,1.033634,-3.806766,3.363153,1.836149,0.020967,2.228946,-3.318056,3.312880,1.701017,-0.670012,-0.732921,0.528552,3.346488,-1.358555,1.729170,-0.066577,1.122140,-1.253353,6.130912,4.535442,1.583204,3.151245,-0.062709,2.574024,-3.340464,0.747108,6.483521,3.182684,1.120851,-1.332155,2.445919,0.991965,6.499773,2.549465,-4.298110,6.483521,0.389087,0.1
192,0.7978741976714351,0.0838786195026198,0.2188492181825879,19,18,0.017533914907190508,True,1.072749,-5.039013,0.233007,2.560046,-0.119098,1.874708,-3.448951,4.290754,3.419704,2.581516,1.875636,-2.779506,-1.530293,1.326718,0.493901,-1.945913,1.714962,2.285644,-1.508854,1.466896,-2.022609,1.059161,0.306964,5.681111,3.246817,0.044358,6.489956,1.073161,2.054081,-2.634995,0.910266,6.710655,4.107612,0.349594,-1.807204,1.086012,0.985543,7.205941,2.684388,-5.039013,6.710655,0.367139,0.1
413,0.47479802915219255,0.09546948759878135,0.19966456943411376,18,20,0.011431519173718888,True,-1.238868,-4.515354,0.493638,3.209138,1.055328,1.415690,-3.685158,3.343120,1.852306,0.064713,2.249051,-2.736606,3.207385,1.785882,-0.962305,-0.567360,0.142186,3.550731,-1.502504,1.522251,0.006370,1.003915,-0.713215,6.095390,4.457799,1.381851,3.170163,-0.357046,2.647551,-3.474039,0.681003,6.374019,3.194962,0.928892,-1.512369,2.794799,0.982314,6.442299,2.538168,-4.515354,6.374019,0.387017,0.1
190,0.7376735709619,0.08367110642216936,0.2376940821183073,18,19,0.016921772074140966,True,0.231185,-3.609024,0.673425,2.619874,1.355081,1.254041,-3.706040,3.992832,2.172634,0.092763,2.212797,-3.909158,3.162386,1.172924,0.211650,-1.140798,0.997012,3.199526,-1.698649,2.158814,-1.138366,0.627681,-2.151221,5.839337,4.042054,0.620906,3.603951,-0.092063,2.477658,-2.996023,1.086935,6.561506,3.760666,0.875858,-2.031577,2.487836,0.972734,6.586776,2.566471,-3.909158,6.561506,0.379016,0.1
372,0.5206687533840221,0.09737844389762737,0.2282361857588059,18,20,0.0014627585560683526,True,-1.037045,-4.511080,0.488713,3.110847,1.124732,1.460388,-3.717388,3.371472,1.884440,-0.045257,2.304889,-2.909581,3.119580,1.573966,-0.792943,-0.488027,0.253506,3.375018,-1.564652,1.548361,-0.156718,1.017231,-0.888953,5.495696,4.314846,1.391122,3.468052,-0.132914,2.543260,-3.346536,0.861658,6.387077,3.444656,0.819116,-1.527204,2.676621,0.969915,6.247283,2.499457,-4.511080,6.387077,0.388050,0.1
219,0.489496205724802,0.09331067647714064,0.21164273915759096,18,24,0.02204820560848298,True,-1.569350,-4.743503,0.400304,3.134033,1.142850,1.365825,-3.480393,3.348022,1.689948,0.248637,2.233036,-2.185022,3.286765,2.136705,-1.265286,-0.377940,-0.342641,3.842737,-1.554948,1.320838,0.239326,0.862770,-0.431658,6.876318,4.481342,1.001376,3.168856,-0.933202,2.792190,-3.673862,0.352537,6.190484,2.978612,0.730937,-1.687187,3.176811,0.965452,6.830748,2.613570,-4.743503,6.876318,0.369400,0.1
222,0.49271807919573873,0.09358189433851696,0.23338556426944904,18,24,0.021344045363498827,True,-1.467747,-4.748541,0.404179,3.092007,1.145703,1.369553,-3.479194,3.373566,1.722249,0.201290,2.240522,-2.228583,3.212812,2.092649,-1.206117,-0.327953,-0.274727,3.784528,-1.596054,1.340145,0.195826,0.862770,-0.482973,6.785276,4.415273,0.994713,3.199615,-0.890052,2.751401,-3.683185,0.417660,6.156142,3.062737,0.684317,-1.726967,3.193311,0.960726,6.762228,2.600428,-4.748541,6.785276,0.369449,0.1
364,0.20311753614565714,0.08831196849468011,0.19300283707094365,18,17,0.022770774161480913,True,-1.266201,-4.914889,0.494519,3.058142,0.971924,1.615880,-3.604529,3.583709,1.989762,0.773349,1.939842,-1.946380,3.502272,2.156579,-0.868184,-0.904787,0.270756,3.685646,-1.744284,1.326318,-0.496278,0.841307,-0.945024,6.789328,4.126408,1.074012,3.170020,-0.815196,2.608707,-3.559201,0.593591,6.335815,3.251378,0.459471,-1.763666,2.587193,0.954925,6.810505,2.609694,-4.914889,6.789328,0.365915,0.1
484,0.26262903523301995,0.09654722399083272,0.23713515279634492,18,42,0.014674205172187975,True,-1.452577,-4.765921,0.404854,3.044758,1.171060,1.538286,-3.495110,3.346211,1.740010,0.168628,2.300160,-2.233206,3.205021,2.002937,-1.186274,-0.323703,-0.324372,3.741905,-1.608901,1.291595,0.177790,0.862770,-0.371360,6.396310,4.377005,1.015975,3.191412,-0.827140,2.723906,-3.671799,0.509565,6.199989,3.158662,0.671477,-1.733103,3.100604,0.954095,6.619006,2.572743,-4.765921,6.396310,0.370847,0.1
348,0.535068295983077,0.09126778595642795,0.21576208444158185,18,37,0.021592361130856316,True,-1.494545,-4.730897,0.401034,3.168552,1.122130,1.234116,-3.487076,3.378807,1.668563,0.210775,2.247444,-2.194597,3.300661,2.106312,-1.184413,-0.336104,-0.284332,3.755263,-1.575666,1.364301,0.197585,0.862770,-0.692037,6.825355,4.445621,0.974582,3.189871,-0.939690,2.768199,-3.664928,0.406448,6.186220,3.049799,0.708203,-1.691319,2.997134,0.952615,6.781969,2.604221,-4.730897,6.825355,0.365796,0.1
72,0.6575361200234252,0.07461226070265668,0.1350006938374465,19,18,0.023110678826590073,True,0.737373,-5.201610,0.240939,2.761116,-0.311978,1.361093,-3.395890,4.092298,3.116523,2.552222,1.963367,-3.136638,-1.513560,1.520148,0.202945,-1.549589,1.234893,2.296103,-1.300614,1.412534,-1.677912,1.061619,0.396947,6.154285,3.571189,0.103630,6.205318,0.749298,2.238396,-2.604674,0.662725,6.653289,3.924459,0.520815,-1.687135,0.889716,0.951212,7.142962,2.672632,-5.201610,6.653289,0.355908,0.1
499,0.5434864474857136,0.09673426022329551,0.2223012859845382,18,15,0.014199914172035213,True,-0.951814,-4.608820,0.418245,2.786535,0.018969,1.678666,-3.269236,4.341256,2.657162,0.387589,1.774816,-1.910667,3.570730,1.613347,-0.893234,-2.210976,0.615834,3.727611,-2.080561,1.473346,-1.615130,-0.029914,-0.242618,5.933665,4.448525,1.658719,3.666438,-0.732721,2.403178,-3.572103,1.299143,6.984964,3.924861,-0.065470,-1.816143,2.815171,0.949982,7.309070,2.703529,-4.608820,6.984964,0.351386,0.1
162,0.7331350296661117,0.08811401752686979,0.15917720923716808,18,17,0.012504746149540596,True,-0.654475,-5.375713,0.722724,2.390412,0.799393,2.920742,-3.903987,4.019632,2.825732,1.914609,1.233278,-1.227037,3.902537,2.062853,0.063278,-2.249880,1.689870,3.464906,-2.257197,1.193810,-2.363616,0.765633,-1.255902,5.918563,3.136561,1.362750,3.056285,-0.285042,2.103842,-3.259661,1.126891,6.737535,3.861942,-0.268428,-1.884279,1.837002,0.947932,7.197615,2.682837,-5.375713,6.737535,0.353332,0.1
295,0.3603932148249248,0.08568349947637101,0.22214579041827062,18,15,0.026924483874624476,True,-1.013873,-4.600897,0.405838,3.067691,0.307922,1.011015,-3.360719,4.117474,2.291114,0.240484,1.922373,-2.214451,3.510746,1.852466,-0.793898,-1.499764,0.513041,3.648640,-1.813742,1.620770,-1.138624,0.315675,-0.955809,6.766118,4.484316,1.373005,3.527168,-0.869222,2.537854,-3.607033,1.072843,6.622889,3.663085,0.239676,-1.818391,2.652369,0.946615,7.213598,2.685814,-4.600897,6.766118,0.352450,0.1
419,0.4921848112594455,0.09748747942431576,0.19945055591419028,18,24,0.005184169413923769,False,-1.552572,-4.762363,0.398160,3.103622,1.294242,1.590763,-3.532718,3.295291,1.660642,0.190729,2.389562,-2.179291,3.377558,1.914196,-1.229281,-0.370376,-0.463675,3.679337,-1.565662,1.237464,0.134443,0.862770,-0.458682,5.948411,4.415839,1.024292,3.256159,-0.766990,2.737887,-3.507808,0.573046,6.343614,3.214228,0.701452,-1.658634,2.763399,0.946085,6.502564,2.550013,-4.762363,6.343614,0.371012,0.1
416,0.4975336061469265,0.09522810216991597,0.18555399478744228,18,24,0.009149405819516386,True,-1.601664,-4.746495,0.395740,3.170698,1.263733,1.474945,-3.526833,3.302314,1.627736,0.219532,2.359651,-2.192289,3.427759,1.983960,-1.250682,-0.391162,-0.465708,3.713837,-1.540223,1.262838,0.182332,0.862770,-0.534173,6.195697,4.465659,1.010801,3.131553,-0.842021,2.769898,-3.562442,0.500896,6.339871,3.141323,0.752580,-1.633307,2.735614,0.944576,6.602135,2.569462,-4.746495,6.339871,0.367616,0.1
482,0.4905851427174883,0.09327446714137677,0.23554616653079224,18,39,0.015851881304142453,True,-1.393023,-4.744680,0.404568,3.108742,1.160639,1.340738,-3.499111,3.385074,1.701461,0.142902,2.298757,-2.245857,3.241698,1.999484,-1.127333,-0.288130,-0.259681,3.663870,-1.619913,1.351413,0.147362,0.862770,-0.689512,6.456578,4.359929,0.980045,3.211052,-0.850328,2.712100,-3.661564,0.534004,6.192865,3.198756,0.659366,-1.726289,2.929977,0.942742,6.621176,2.573165,-4.744680,6.456578,0.366375,0.1
165,0.6816680216330391,0.0943170064121984,0.16166098128589573,18,76,0.0077537572697887825,True,-1.673363,-4.735013,0.391642,3.231059,1.289018,1.430440,-3.536957,3.284598,1.577046,0.255841,2.402020,-2.239306,3.523434,1.987683,-1.269608,-0.423028,-0.523468,3.711152,-1.506993,1.255088,0.190679,0.862770,-0.597312,6.170374,4.510412,1.006733,3.134538,-0.845190,2.794293,-3.514968,0.479646,6.394697,3.118291,0.782667,-1.589706,2.603682,0.942580,6.635928,2.576029,-4.735013,6.394697,0.365904,0.1
221,0.49321849564542547,0.09027796570106089,0.23152481601378025,18,28,0.020276513838582345,True,-1.385023,-4.726769,0.403845,3.161313,1.112316,1.167794,-3.491733,3.411376,1.675410,0.154966,2.265273,-2.286475,3.265098,2.052329,-1.092151,-0.279591,-0.210753,3.661912,-1.614315,1.399291,0.145282,0.862770,-0.863256,6.705648,4.379605,0.954996,3.220520,-0.907367,2.725880,-3.663602,0.487459,6.166804,3.159056,0.664892,-1.717878,2.893201,0.940503,6.713839,2.591108,-4.726769,6.705648,0.362974,0.1
4,0.7473864212097255,0.08083973481164612,0.26409149624376077,17,77,0.09656320330745594,True,-0.702284,-5.214785,0.409756,3.223971,1.591827,1.512474,-2.344059,3.566760,0.656759,0.156619,4.170921,-1.769692,-1.600754,2.545192,-2.832502,-1.191205,0.170992,3.883727,-1.671347,2.374662,-0.874890,0.862770,1.377064,6.536281,4.985171,0.598551,3.092938,-1.211533,3.008956,-3.181701,0.188253,5.170457,3.111334,0.827557,-1.728795,4.156654,0.940447,7.183143,2.680139,-5.214785,6.536281,0.350895,0.1
197,0.4637593532182246,0.0862687062264071,0.21637233720557295,18,30,0.026461922087446355,True,-1.420355,-4.701550,0.401142,3.240975,1.080457,0.929893,-3.481630,3.430950,1.626917,0.164450,2.230383,-2.337005,3.329412,2.137188,-1.073105,-0.290581,-0.175655,3.685950,-1.587849,1.452244,0.167167,0.862770,-1.049322,7.069195,4.435619,0.925057,3.218270,-1.002303,2.763173,-3.662424,0.395782,6.146882,3.065195,0.693637,-1.688688,2.827058,0.939147,6.875862,2.622186,-4.701550,7.069195,0.358154,0.1
492,0.5412510883843661,0.0948382534509134,0.23969094191631915,18,37,0.01166030561172581,True,-1.368485,-4.753550,0.405315,3.075426,1.221819,1.423473,-3.508441,3.375086,1.711244,0.118547,2.333458,-2.257944,3.232757,1.939932,-1.117538,-0.277816,-0.276676,3.625448,-1.632438,1.329620,0.116106,0.862770,-0.651102,6.214120,4.327907,0.988598,3.210989,-0.791573,2.690199,-3.640017,0.597610,6.215339,3.266224,0.646071,-1.732974,2.885075,0.939016,6.530747,2.555533,-4.753550,6.215339,0.367444,0.1
215,0.3767964598402014,0.08893322998852557,0.21068691440840714,18,28,0.021123475667298507,True,-1.456476,-4.715161,0.400136,3.221831,1.098738,1.096166,-3.495552,3.398560,1.631632,0.179639,2.269484,-2.309284,3.348356,2.088511,-1.115808,-0.312163,-0.253705,3.684070,-1.580700,1.401024,0.172126,0.862770,-0.918903,6.794520,4.433523,0.948928,3.198366,-0.951404,2.758506,-3.650096,0.438780,6.199386,3.105275,0.703506,-1.678320,2.795799,0.938668,6.781377,2.604108,-4.715161,6.794520,0.360457,0.1
355,0.7026574217431437,0.09935664835659713,0.22430537023781622,19,17,0.004313885526581895,True,-0.088073,-4.169144,0.625433,2.378260,-0.286828,2.398427,-3.724553,3.860845,3.360365,1.057478,1.289030,-1.756975,-0.935013,1.908626,0.153862,-1.554817,1.369710,2.385812,-1.569827,0.265790,-1.991017,0.677703,-1.659953,5.678609,3.494898,1.862482,6.719985,0.660930,2.065631,-2.329980,0.600829,6.763317,4.312411,0.653483,-2.276148,1.546049,0.937434,6.963768,2.638895,-4.169144,6.763317,0.355237,0.1
431,0.4583451601188425,0.0946719771913252,0.22759223238658205,18,25,0.008054717850727335,True,-1.385203,-4.749206,0.403141,3.100789,1.275482,1.413660,-3.523254,3.364466,1.678481,0.128572,2.379595,-2.333765,3.296199,1.899360,-1.106830,-0.284753,-0.313584,3.584546,-1.622284,1.321272,0.085979,0.862770,-0.719562,6.045334,4.332300,0.985068,3.213579,-0.752381,2.689322,-3.563790,0.630458,6.264546,3.305710,0.652737,-1.708352,2.745344,0.933215,6.489594,2.547468,-4.749206,6.264546,0.366330,0.1
272,0.43221119846724476,0.09383404598913872,0.21417931182402333,18,39,0.0070669167980641975,True,-1.418065,-4.741342,0.400753,3.139871,1.288881,1.371893,-3.531318,3.357682,1.645465,0.147304,2.413176,-2.379943,3.356630,1.897643,-1.108679,-0.298976,-0.342450,3.573229,-1.605307,1.322155,0.085584,0.862770,-0.782716,6.024124,4.355192,0.979363,3.241640,-0.749714,2.701341,-3.532847,0.623055,6.297780,3.301559,0.666310,-1.684201,2.651550,0.931372,6.510717,2.551611,-4.741342,6.297780,0.365013,0.1
390,0.7100908099713565,0.09050945394686287,0.1288624342117316,18,25,0.005961013465367947,True,-1.710423,-4.701787,0.386147,3.354179,1.299989,1.221684,-3.555064,3.287548,1.478891,0.265173,2.460001,-2.443026,3.676940,1.940066,-1.194280,-0.431905,-0.553740,3.633893,-1.475021,1.292462,0.171662,0.862770,-0.873356,6.147614,4.545868,0.971957,3.199754,-0.831487,2.811090,-3.437459,0.476132,6.467010,3.139180,0.804233,-1.532022,2.305358,0.929445,6.694087,2.587293,-4.701787,6.467010,0.359235,0.1
181,0.6584221586346992,0.08822932942355927,0.12434796480289297,18,23,0.010974157251594773,True,-1.722960,-4.687845,0.385403,3.403151,1.252132,1.091770,-3.542805,3.302503,1.463383,0.261315,2.453453,-2.460064,3.691400,2.029295,-1.183038,-0.435011,-0.523595,3.663341,-1.459771,1.327872,0.216025,0.862770,-0.956177,6.418117,4.575755,0.955426,3.089987,-0.910580,2.833284,-3.518445,0.413817,6.435074,3.076903,0.838907,-1.521868,2.291813,0.928076,6.798297,2.607354,-4.687845,6.435074,0.355945,0.1
173,0.7677643144383755,0.08988434058494947,0.13361212630711136,18,23,0.005234085264021622,True,-1.668852,-4.698760,0.386933,3.353877,1.299497,1.181863,-3.558543,3.299601,1.476394,0.241146,2.466140,-2.498183,3.671712,1.899149,-1.148784,-0.410815,-0.528614,3.595558,-1.488599,1.308550,0.147985,0.862770,-0.938685,6.103093,4.522238,0.962074,3.239473,-0.807638,2.795976,-3.423978,0.503835,6.463612,3.179196,0.783656,-1.540463,2.268655,0.925030,6.674246,2.583456,-4.698760,6.463612,0.358059,0.1
108,0.5560406371291051,0.08590365633609998,0.1081225145916373,5,23,0.04421136886841683,True,-2.785204,-6.070395,0.501350,2.633438,1.072568,0.619337,-2.049283,2.322536,-1.292875,-2.363617,1.982255,-2.645660,-1.009864,-0.357872,5.160664,-1.879537,2.861171,4.164404,0.687927,-4.553999,1.337976,-1.785976,-2.316704,7.606058,4.114997,4.147994,4.130630,4.973098,3.187280,-3.428097,3.890660,4.113430,6.750181,-1.614735,-3.047049,4.156654,0.922604,11.467243,3.386332,-6.070395,7.606058,0.272449,0.1
201,0.4094343826635629,0.08900427646090882,0.23444523695175995,18,35,0.015223601985930832,True,-1.293599,-4.717409,0.404370,3.180907,1.180652,1.097574,-3.510986,3.431230,1.648889,0.086938,2.380696,-2.509461,3.295626,1.954322,-0.991745,-0.231234,-0.178993,3.529631,-1.641858,1.425065,0.092886,0.862770,-1.070250,6.410652,4.317756,0.931855,3.237002,-0.821950,2.682899,-3.641015,0.601474,6.196609,3.307024,0.634754,-1.717872,2.647193,0.922567,6.630457,2.574967,-4.717409,6.410652,0.358283,0.1
196,0.465563352981482,0.08427508379540191,0.218713123195323,18,30,0.02381585972122534,True,-1.338286,-4.689373,0.401558,3.274464,1.063689,0.826755,-3.496099,3.453130,1.600380,0.086143,2.336867,-2.536835,3.358349,2.057002,-0.962056,-0.245626,-0.134350,3.574447,-1.590728,1.486470,0.134661,0.862770,-1.262234,6.894350,4.388336,0.899367,3.235024,-0.956589,2.730057,-3.644680,0.478952,6.163209,3.184276,0.666654,-1.688426,2.579987,0.921989,6.825621,2.612589,-4.689373,6.894350,0.352903,0.1
202,0.44572523355723864,0.08620230893978748,0.23685286459653632,18,34,0.02079666819326543,True,-1.272033,-4.702906,0.404803,3.215793,1.102309,0.936574,-3.498439,3.459588,1.639574,0.066198,2.344835,-2.533921,3.288699,2.004155,-0.949987,-0.216335,-0.112685,3.538124,-1.637970,1.473034,0.098841,0.862770,-1.203721,6.698850,4.329673,0.909340,3.252076,-0.890002,2.692897,-3.651139,0.551342,6.150956,3.262232,0.630837,-1.722432,2.646710,0.921351,6.728829,2.593999,-4.702906,6.698850,0.355186,0.1
175,0.7296493679889481,0.08880597119232571,0.12491713608271746,18,26,0.00404631374391842,True,-1.671234,-4.689298,0.385496,3.384115,1.300825,1.115644,-3.573840,3.298680,1.448113,0.232116,2.478657,-2.562001,3.714140,1.853302,-1.114343,-0.409482,-0.537138,3.563385,-1.470989,1.318867,0.141954,0.862770,-1.008642,6.062990,4.525211,0.950855,3.281638,-0.792027,2.795953,-3.390331,0.507911,6.487888,3.196822,0.782259,-1.525440,2.179768,0.920128,6.679259,2.584426,-4.689298,6.487888,0.356028,0.1
212,0.5041354985863381,0.08585391062305983,0.24846197507193654,18,28,0.021643524680406354,True,-1.219528,-4.702872,0.406902,3.195767,1.091062,0.913587,-3.493700,3.477680,1.656211,0.041863,2.336192,-2.552327,3.246271,1.994161,-0.915787,-0.189963,-0.064832,3.515920,-1.656396,1.490143,0.080081,0.862770,-1.241446,6.715562,4.299074,0.902667,3.269791,-0.879983,2.674736,-3.658846,0.572570,6.121635,3.289205,0.607115,-1.744095,2.673050,0.919840,6.718759,2.592057,-4.702872,6.715562,0.354869,0.1
336,0.7612174832670917,0.08645469020868567,0.20912780210722065,18,66,0.015960313970911487,True,-1.357575,-4.698013,0.399860,3.269382,1.175616,0.966535,-3.519678,3.422943,1.585443,0.096969,2.425448,-2.592370,3.407565,1.971031,-0.966693,-0.257955,-0.217440,3.526303,-1.594262,1.441146,0.121042,0.862770,-1.189328,6.502275,4.372735,0.915145,3.215093,-0.855240,2.714926,-3.619325,0.556551,6.240063,3.269635,0.673461,-1.671061,2.473186,0.918505,6.708235,2.590026,-4.698013,6.502275,0.354632,0.1
374,0.5229812990348558,0.09703088676359566,0.22914795456574477,19,18,0.00020189453045975792,True,0.456195,-4.987718,0.306370,2.710414,-0.006535,1.718488,-3.459431,3.897501,3.059112,1.880288,2.037238,-2.799086,-1.599297,1.337378,0.114614,-1.365702,0.918898,2.447819,-1.389172,0.878658,-1.330369,0.963602,-1.439076,5.109907,3.641816,0.354124,7.114524,0.838562,2.225039,-2.815988,0.858356,6.594187,4.126228,0.381516,-1.850065,2.082357,0.916965,7.160805,2.675968,-4.987718,7.114524,0.342667,0.1
323,0.4526071604590084,0.08476437108236197,0.23294273962998988,18,32,0.01968052343958392,True,-1.247669,-4.693422,0.404100,3.246069,1.123829,0.864333,-3.506229,3.467797,1.615214,0.042282,2.396545,-2.636685,3.323422,1.971425,-0.886505,-0.201765,-0.101617,3.488727,-1.624256,1.491585,0.096696,0.862770,-1.309152,6.633916,4.318733,0.894313,3.255192,-0.868191,2.684282,-3.639076,0.578788,6.165726,3.304986,0.625999,-1.713180,2.517556,0.915182,6.721043,2.592497,-4.693422,6.633916,0.353012,0.1
101,0.668870820160082,0.07818842753205324,0.1260104344984821,5,28,0.01432797545927698,True,-1.512934,-3.988938,0.501350,2.689678,4.168666,0.619337,-2.695794,1.929447,-1.920621,-2.164178,1.982255,-3.452199,3.329462,2.505000,2.993221,-1.852259,1.358378,2.600120,1.777337,-2.809866,0.694508,-1.750831,-1.184971,6.505010,4.061184,6.023467,4.403590,1.127754,2.823871,-3.428097,-0.933700,5.143210,3.714114,-1.554967,-3.085659,4.156654,0.910350,8.828610,2.971298,-3.988938,6.505010,0.306381,0.1
251,0.4814820290670773,0.08196751525353824,0.2146399941771968,9,26,0.08886836056938993,True,-0.029150,-3.594458,0.501350,2.628345,3.121847,0.619337,-1.325682,3.466439,2.766910,-2.998520,1.982255,-3.187093,-1.009864,2.409587,1.979176,-0.861549,-1.351671,5.297261,-1.612335,0.382228,-0.617486,-1.561915,-2.316704,7.346673,3.030401,-1.047485,3.231221,3.710028,2.984851,-3.428097,3.890660,4.160274,2.379445,-0.415272,-2.039546,4.156654,0.906892,7.607242,2.758123,-3.594458,7.346673,0.328808,0.1
154,0.7522074137444796,0.08957670187334778,0.24926561128928393,18,24,0.004606355019778115,True,-1.143815,-4.718281,0.407048,3.123600,1.281283,1.120216,-3.536204,3.448648,1.645318,0.003859,2.438255,-2.702217,3.285099,1.709738,-0.831914,-0.158861,-0.144083,3.347315,-1.693881,1.432694,-0.046154,0.862770,-1.207098,5.827472,4.194903,0.915198,3.418123,-0.627216,2.601843,-3.491103,0.795490,6.232616,3.528267,0.544348,-1.748934,2.466709,0.905029,6.423808,2.534523,-4.718281,6.232616,0.357081,0.1
477,0.43705777508614685,0.08691584055652492,0.24371943367648477,18,76,0.008720712269762738,True,-1.149163,-4.703513,0.406043,3.178587,1.271977,0.994822,-3.531746,3.464667,1.622269,-0.005982,2.440056,-2.751509,3.312752,1.765735,-0.801393,-0.157360,-0.115083,3.353918,-1.666276,1.467918,-0.010379,0.862770,-1.312445,6.042757,4.220019,0.897394,3.288999,-0.681748,2.617936,-3.545274,0.750054,6.216430,3.494874,0.574281,-1.737233,2.411870,0.902417,6.499283,2.549369,-4.703513,6.216430,0.353977,0.1
152,0.6891762805760927,0.0903519582809485,0.2396770418747511,18,23,0.0002064792271946014,True,-1.165905,-4.719672,0.405312,3.122547,1.284454,1.138723,-3.577817,3.428846,1.625308,0.011462,2.448020,-2.719892,3.286078,1.628045,-0.833487,-0.171038,-0.192690,3.322763,-1.684288,1.411112,-0.066788,0.862770,-1.186997,5.635009,4.195812,0.918673,3.549141,-0.574759,2.599733,-3.415966,0.807423,6.280533,3.553327,0.531605,-1.732568,2.421458,0.900730,6.386925,2.527237,-4.719672,6.280533,0.356409,0.1
